0017c104898b1ccd7f2748c7a98f84f0,28.035219,166
0017c104898b1ccd7f2748c7a98f84f0,28.172284,154
0017c104898b1ccd7f2748c7a98f84f0,28.230694,150
0017c104898b1ccd7f2748c7a98f84f0,28.330437,138
0017c104898b1ccd7f2748c7a98f84f0,28.471637,118
0017c104898b1ccd7f2748c7a98f84f0,28.561676,110
0017c104898b1ccd7f2748c7a98f84f0,28.633395,98
0017c104898b1ccd7f2748c7a98f84f0,28.769918,90
0017c104898b1ccd7f2748c7a98f84f0,28.833028,84
0017c104898b1ccd7f2748c7a98f84f0,28.952252,78
0017c104898b1ccd7f2748c7a98f84f0,29.031816,74
0017c104898b1ccd7f2748c7a98f84f0,29.137255,70
0017c104898b1ccd7f2748c7a98f84f0,29.248494,68
0017c104898b1ccd7f2748c7a98f84f0,29.334442,68
0017c104898b1ccd7f2748c7a98f84f0,29.463904,64
0017c104898b1ccd7f2748c7a98f84f0,29.550698,64
0017c104898b1ccd7f2748c7a98f84f0,29.637413,60
0017c104898b1ccd7f2748c7a98f84f0,29.738359,54
0017c104898b1ccd7f2748c7a98f84f0,29.837708,52
0017c104898b1ccd7f2748c7a98f84f0,29.963785,52
0017c104898b1ccd7f2748c7a98f84f0,30.090798,54
0017c104898b1ccd7f2748c7a98f84f0,30.135109,56
0017c104898b1ccd7f2748c7a98f84f0,30.262115,56
0017c104898b1ccd7f2748c7a98f84f0,30.350189,54
0017c104898b1ccd7f2748c7a98f84f0,30.466755,48
0017c104898b1ccd7f2748c7a98f84f0,30.564440,44
0017c104898b1ccd7f2748c7a98f84f0,30.657589,36
0017c104898b1ccd7f2748c7a98f84f0,30.752405,30
0017c104898b1ccd7f2748c7a98f84f0,30.859233,28
0017c104898b1ccd7f2748c7a98f84f0,30.940010,20
0017c104898b1ccd7f2748c7a98f84f0,31.079636,10
0017c104898b1ccd7f2748c7a98f84f0,31.141323,4
0017c104898b1ccd7f2748c7a98f84f0,31.269400,4
0017c104898b1ccd7f2748c7a98f84f0,31.350170,10
0017c104898b1ccd7f2748c7a98f84f0,31.446745,10
0017c104898b1ccd7f2748c7a98f84f0,31.552245,14
0017c104898b1ccd7f2748c7a98f84f0,31.635969,16
0017c104898b1ccd7f2748c7a98f84f0,31.762585,18
0017c104898b1ccd7f2748c7a98f84f0,31.837919,20
0017c104898b1ccd7f2748c7a98f84f0,31.969217,22
0017c104898b1ccd7f2748c7a98f84f0,32.030708,NA
0017c104898b1ccd7f2748c7a98f84f0,32.176583,NA
0017c104898b1ccd7f2748c7a98f84f0,32.242087,NA
0017c104898b1ccd7f2748c7a98f84f0,32.349900,NA
0017c104898b1ccd7f2748c7a98f84f0,32.440984,NA
0017c104898b1ccd7f2748c7a98f84f0,32.579574,NA
0017c104898b1ccd7f2748c7a98f84f0,32.640775,NA
0017c104898b1ccd7f2748c7a98f84f0,32.767966,NA
0017c104898b1ccd7f2748c7a98f84f0,32.844467,NA
0017c104898b1ccd7f2748c7a98f84f0,32.942776,NA
0017c104898b1ccd7f2748c7a98f84f0,33.034067,NA
0017c104898b1ccd7f2748c7a98f84f0,33.142430,NA
0017c104898b1ccd7f2748c7a98f84f0,33.260175,NA
0017c104898b1ccd7f2748c7a98f84f0,33.345577,NA
0017c104898b1ccd7f2748c7a98f84f0,33.449237,NA
0017c104898b1ccd7f2748c7a98f84f0,33.559189,NA
0017c104898b1ccd7f2748c7a98f84f0,33.648699,NA
0017c104898b1ccd7f2748c7a98f84f0,33.746967,NA
0017c104898b1ccd7f2748c7a98f84f0,33.859850,NA
0017c104898b1ccd7f2748c7a98f84f0,33.947312,NA
0017c104898b1ccd7f2748c7a98f84f0,34.032515,NA
0017c104898b1ccd7f2748c7a98f84f0,34.132247,NA
0017c104898b1ccd7f2748c7a98f84f0,34.241085,NA
0017c104898b1ccd7f2748c7a98f84f0,34.339738,NA
0017c104898b1ccd7f2748c7a98f84f0,34.436638,NA
0017c104898b1ccd7f2748c7a98f84f0,34.566588,NA
0017c104898b1ccd7f2748c7a98f84f0,34.638703,NA
0017c104898b1ccd7f2748c7a98f84f0,34.760153,NA
0017c104898b1ccd7f2748c7a98f84f0,34.832821,NA
0017c104898b1ccd7f2748c7a98f84f0,34.944596,NA
0017c104898b1ccd7f2748c7a98f84f0,35.063504,NA
0017c104898b1ccd7f2748c7a98f84f0,35.182585,NA
0017c104898b1ccd7f2748c7a98f84f0,35.238542,NA
0017c104898b1ccd7f2748c7a98f84f0,35.351858,NA
0017c104898b1ccd7f2748c7a98f84f0,35.430896,NA
0017c104898b1ccd7f2748c7a98f84f0,35.530765,NA
0017c104898b1ccd7f2748c7a98f84f0,35.658081,NA
0017c104898b1ccd7f2748c7a98f84f0,35.732644,NA
0017c104898b1ccd7f2748c7a98f84f0,35.861245,NA
00273a7ffb64e97dfcde2b17de29e7eb,42.085510,356
00273a7ffb64e97dfcde2b17de29e7eb,42.145480,350
00273a7ffb64e97dfcde2b17de29e7eb,42.293885,338
